date_hr,residual,season,weathersit_grouped,hr,weekday,temp_bin,hum_bin
2012-09-10_18,86.12078857421875,3,1,18,1,1,0.0
2012-09-10_19,2.44171142578125,3,1,19,1,1,0.0
2012-09-10_20,-0.739898681640625,3,1,20,1,1,0.0
2012-09-10_21,3.152923583984375,3,1,21,1,1,0.0
2012-09-10_22,-0.6004180908203125,3,1,22,1,1,0.0
2012-09-10_23,1.152130126953125,3,1,23,1,1,0.0
2012-09-11_0,-0.2971458435058594,3,1,0,2,1,0.0
2012-09-11_1,-0.21785831451416016,3,1,1,2,1,0.0
2012-09-11_2,-0.35860157012939453,3,1,2,2,1,0.0
2012-09-11_3,-0.08512401580810547,3,1,3,2,1,0.0
2012-09-11_4,-0.09880733489990234,3,1,4,2,1,0.0
2012-09-11_5,0.05213165283203125,3,1,5,2,1,0.0
2012-09-11_6,5.006378173828125,3,1,6,2,1,0.0
2012-09-11_7,17.0848388671875,3,1,7,2,1,0.0
2012-09-11_8,-0.52996826171875,3,1,8,2,1,0.0
2012-09-11_9,-1.40283203125,3,1,9,2,1,0.0
2012-09-11_10,-0.79150390625,3,1,10,2,1,0.0
2012-09-11_11,-3.144805908203125,3,1,11,2,1,0.0
2012-09-11_12,-4.373260498046875,3,1,12,2,1,0.0
2012-09-11_13,-1.549346923828125,3,1,13,2,1,0.0
2012-09-11_14,-4.434478759765625,3,1,14,2,1,0.0
2012-09-11_15,-2.76202392578125,3,1,15,2,1,0.0
2012-09-11_16,-7.0594482421875,3,1,16,2,1,0.0
2012-09-11_17,48.75286865234375,3,1,17,2,1,0.0
2012-09-11_18,-1.1754150390625,3,1,18,2,1,0.0
2012-09-11_19,-0.18157958984375,3,1,19,2,1,0.0
2012-09-11_20,5.8709716796875,3,1,20,2,1,0.0
2012-09-11_21,1.499847412109375,3,1,21,2,1,0.0
2012-09-11_22,-2.6753997802734375,3,1,22,2,1,0.0
2012-09-11_23,0.5226364135742188,3,1,23,2,1,0.0
2012-09-12_0,-1.4086647033691406,3,1,0,3,1,0.0
2012-09-12_1,-0.5592384338378906,3,1,1,3,1,0.0
2012-09-12_2,-0.058127403259277344,3,1,2,3,1,0.0
2012-09-12_3,-0.016145706176757812,3,1,3,3,1,0.0
2012-09-12_4,-0.08784151077270508,3,1,4,3,1,0.0
2012-09-12_5,0.19308090209960938,3,1,5,3,1,0.0
2012-09-12_6,1.720458984375,3,1,6,3,1,0.0
2012-09-12_7,3.1065673828125,3,1,7,3,1,0.0
2012-09-12_8,-36.7213134765625,3,1,8,3,1,0.0
2012-09-12_9,1.608642578125,3,1,9,3,1,0.0
2012-09-12_10,-0.5196990966796875,3,1,10,3,1,0.0
2012-09-12_11,-1.0422821044921875,3,1,11,3,1,0.0
2012-09-12_12,-3.460906982421875,3,1,12,3,1,0.0
2012-09-12_13,-2.876312255859375,3,1,13,3,1,0.0
2012-09-12_14,-0.93304443359375,3,1,14,3,1,0.0
2012-09-12_15,-1.822479248046875,3,1,15,3,1,0.0
2012-09-12_16,-3.2071533203125,3,1,16,3,1,0.0
2012-09-12_17,38.62890625,3,1,17,3,1,0.0
2012-09-12_18,119.989990234375,3,1,18,3,1,0.0
2012-09-12_19,5.6500244140625,3,1,19,3,1,0.0
2012-09-12_20,-0.098785400390625,3,1,20,3,1,0.0
2012-09-12_21,-1.0972900390625,3,1,21,3,1,0.0
2012-09-12_22,-0.6710205078125,3,1,22,3,1,0.0
2012-09-12_23,-0.32828521728515625,3,1,23,3,1,0.0
2012-09-13_0,0.41674041748046875,3,1,0,4,1,0.0
2012-09-13_1,-0.13292503356933594,3,1,1,4,1,0.0
2012-09-13_2,-0.3714933395385742,3,1,2,4,1,0.0
2012-09-13_3,0.20322608947753906,3,1,3,4,1,0.0
2012-09-13_4,-0.11881685256958008,3,1,4,4,1,0.0
2012-09-13_5,0.18758392333984375,3,1,5,4,1,0.0
2012-09-13_6,0.5888824462890625,3,1,6,4,1,0.0
2012-09-13_7,-5.23382568359375,3,1,7,4,1,0.0
2012-09-13_8,18.42510986328125,3,1,8,4,1,0.0
2012-09-13_9,-6.920623779296875,3,1,9,4,1,0.0
2012-09-13_10,-2.2603302001953125,3,1,10,4,1,0.0
2012-09-13_11,-0.0543365478515625,3,1,11,4,1,0.0
2012-09-13_12,-2.02496337890625,3,1,12,4,1,0.0
2012-09-13_13,-0.67095947265625,3,1,13,4,1,0.0
2012-09-13_14,-3.7144775390625,3,1,14,4,1,0.0
2012-09-13_15,-2.726226806640625,3,1,15,4,1,0.0
2012-09-13_16,-2.271759033203125,3,1,16,4,1,0.0
2012-09-13_17,20.04437255859375,3,1,17,4,1,0.0
2012-09-13_18,-22.4052734375,3,1,18,4,1,0.0
2012-09-13_19,5.25360107421875,3,1,19,4,1,0.0
2012-09-13_20,5.972412109375,3,1,20,4,1,0.0
2012-09-13_21,-2.79962158203125,3,1,21,4,1,0.0
2012-09-13_22,-3.2874298095703125,3,1,22,4,1,0.0
2012-09-13_23,-0.52020263671875,3,1,23,4,1,0.0
2012-09-14_0,-0.0059814453125,3,1,0,5,1,0.0
2012-09-14_1,1.8047256469726562,3,1,1,5,1,0.0
2012-09-14_2,-0.5034294128417969,3,1,2,5,1,0.0
2012-09-14_3,0.17432212829589844,3,1,3,5,1,0.0
2012-09-14_4,-0.005219459533691406,3,1,4,5,1,0.0
2012-09-14_5,0.7066612243652344,3,1,5,5,1,0.0
2012-09-14_6,-0.29693603515625,3,1,6,5,1,0.0
2012-09-14_7,-5.134307861328125,3,2,7,5,1,0.0
2012-09-14_8,24.3076171875,3,2,8,5,1,0.0
2012-09-14_9,-4.2977294921875,3,2,9,5,1,0.0
2012-09-14_10,0.8687896728515625,3,2,10,5,1,0.0
2012-09-14_11,-1.82177734375,3,2,11,5,1,0.0
2012-09-14_12,6.572723388671875,3,2,12,5,1,0.0
2012-09-14_13,1.403778076171875,3,2,13,5,1,0.0
2012-09-14_14,-6.175079345703125,3,2,14,5,1,0.0
2012-09-14_15,-0.193115234375,3,2,15,5,1,0.0
2012-09-14_16,4.02752685546875,3,2,16,5,1,0.0
2012-09-14_17,-11.57366943359375,3,1,17,5,1,0.0
2012-09-14_18,-0.76654052734375,3,1,18,5,1,0.0
2012-09-14_19,3.1270751953125,3,1,19,5,1,0.0
2012-09-14_20,-1.76898193359375,3,1,20,5,1,0.0
2012-09-14_21,1.98236083984375,3,1,21,5,1,0.0
2012-09-14_22,0.0030517578125,3,1,22,5,1,0.0
2012-09-14_23,-0.18359375,3,1,23,5,1,0.0
2012-09-15_0,0.8998565673828125,3,1,0,6,1,0.0
2012-09-15_1,-0.89617919921875,3,1,1,6,1,0.0
2012-09-15_2,0.6029510498046875,3,1,2,6,1,0.0
2012-09-15_3,0.4510040283203125,3,1,3,6,1,0.0
2012-09-15_4,-0.5021553039550781,3,2,4,6,1,0.0
2012-09-15_5,0.2174978256225586,3,1,5,6,1,0.0
2012-09-15_6,-0.249786376953125,3,1,6,6,1,0.0
2012-09-15_7,1.3541030883789062,3,1,7,6,1,0.0
2012-09-15_8,2.55340576171875,3,1,8,6,1,0.0
2012-09-15_9,-5.311767578125,3,1,9,6,1,0.0
2012-09-15_10,9.27392578125,3,1,10,6,1,0.0
2012-09-15_11,-2.99066162109375,3,1,11,6,1,0.0
2012-09-15_12,26.2181396484375,3,1,12,6,1,0.0
2012-09-15_13,34.79571533203125,3,1,13,6,1,0.0
2012-09-15_14,47.9395751953125,3,1,14,6,1,0.0
2012-09-15_15,18.203857421875,3,2,15,6,1,0.0
2012-09-15_16,94.4052734375,3,2,16,6,1,0.0
2012-09-15_17,47.5970458984375,3,2,17,6,1,0.0
2012-09-15_18,-5.111328125,3,2,18,6,1,0.0
2012-09-15_19,-7.291107177734375,3,1,19,6,1,0.0
2012-09-15_20,2.648681640625,3,1,20,6,1,0.0
2012-09-15_21,3.43658447265625,3,1,21,6,1,0.0
2012-09-15_22,-3.599365234375,3,1,22,6,1,0.0
2012-09-15_23,1.52337646484375,3,1,23,6,1,0.0
2012-09-16_0,0.4626617431640625,3,1,0,0,1,0.0
2012-09-16_1,-0.9259490966796875,3,1,1,0,1,0.0
2012-09-16_2,0.383331298828125,3,1,2,0,1,0.0
2012-09-16_3,-0.6641349792480469,3,1,3,0,1,0.0
2012-09-16_4,0.04499626159667969,3,1,4,0,1,0.0
2012-09-16_5,-0.13814353942871094,3,1,5,0,1,0.0
2012-09-16_6,-0.737396240234375,3,1,6,0,1,0.0
2012-09-16_7,-5.088325500488281,3,1,7,0,1,0.0
2012-09-16_8,-0.977294921875,3,1,8,0,1,0.0
2012-09-16_9,1.456024169921875,3,1,9,0,1,0.0
2012-09-16_10,-7.107147216796875,3,1,10,0,1,0.0
2012-09-16_11,-3.68548583984375,3,1,11,0,1,0.0
2012-09-16_12,24.42474365234375,3,1,12,0,1,0.0
2012-09-16_13,21.3414306640625,3,1,13,0,1,0.0
2012-09-16_14,-4.3900146484375,3,1,14,0,1,0.0
2012-09-16_15,-7.99053955078125,3,1,15,0,1,0.0
2012-09-16_16,1.8521728515625,3,1,16,0,1,0.0
2012-09-16_17,-0.70166015625,3,1,17,0,1,0.0
2012-09-16_18,-14.60516357421875,3,1,18,0,1,0.0
2012-09-16_19,-2.564422607421875,3,1,19,0,1,0.0
2012-09-16_20,0.162750244140625,3,1,20,0,1,0.0
2012-09-16_21,-0.1700286865234375,3,1,21,0,1,0.0
2012-09-16_22,-1.4648284912109375,3,1,22,0,1,0.0
2012-09-16_23,1.176666259765625,3,1,23,0,1,0.0
2012-09-17_0,-0.7110977172851562,3,1,0,1,1,0.0
2012-09-17_1,0.45221710205078125,3,1,1,1,1,0.0
2012-09-17_2,-0.29280757904052734,3,1,2,1,1,0.0
2012-09-17_3,-0.013502120971679688,3,1,3,1,1,0.0
2012-09-17_4,0.2763938903808594,3,1,4,1,1,0.0
2012-09-17_5,-0.032955169677734375,3,1,5,1,1,0.0
2012-09-17_6,1.1210174560546875,3,1,6,1,1,0.0
2012-09-17_7,-8.525238037109375,3,1,7,1,1,0.0
2012-09-17_8,-5.86004638671875,3,1,8,1,1,0.0
2012-09-17_9,-3.747955322265625,3,1,9,1,1,0.0
2012-09-17_10,-0.1973876953125,3,2,10,1,1,0.0
2012-09-17_11,-0.9402923583984375,3,2,11,1,1,0.0
2012-09-17_12,4.260284423828125,3,2,12,1,1,0.0
2012-09-17_13,-0.98150634765625,3,1,13,1,1,0.0
2012-09-17_14,0.403564453125,3,2,14,1,1,0.0
2012-09-17_15,-1.41412353515625,3,2,15,1,1,0.0
2012-09-17_16,3.711944580078125,3,2,16,1,1,0.0
2012-09-17_17,-11.52789306640625,3,2,17,1,1,0.0
2012-09-17_18,18.97119140625,3,2,18,1,1,0.0
2012-09-17_19,5.97393798828125,3,2,19,1,1,0.0
2012-09-17_20,-0.62738037109375,3,2,20,1,1,0.0
2012-09-17_21,-0.564727783203125,3,3,21,1,1,0.0
2012-09-17_22,-1.00482177734375,3,3,22,1,1,0.0
2012-09-17_23,1.6867218017578125,3,3,23,1,1,0.0
2012-09-18_0,0.14963912963867188,3,3,0,2,1,0.0
2012-09-18_1,0.15182828903198242,3,3,1,2,1,0.0
2012-09-18_2,-0.4275054931640625,3,3,2,2,1,0.0
2012-09-18_3,0.14931249618530273,3,2,3,2,1,0.0
2012-09-18_4,0.8498692512512207,3,2,4,2,1,0.0
2012-09-18_5,1.1399955749511719,3,2,5,2,1,0.0
2012-09-18_6,0.5949554443359375,3,2,6,2,1,0.0
2012-09-18_7,-1.084869384765625,3,2,7,2,1,0.0
2012-09-18_8,-1.51239013671875,3,2,8,2,1,0.0
2012-09-18_9,-3.327789306640625,3,2,9,2,1,0.0
2012-09-18_10,2.92431640625,3,3,10,2,1,0.0
2012-09-18_11,-2.51739501953125,3,2,11,2,1,0.0
2012-09-18_12,-3.8190689086914062,3,3,12,2,1,0.0
2012-09-18_13,-2.5190505981445312,3,2,13,2,1,0.0
2012-09-18_14,-1.06695556640625,3,3,14,2,1,0.0
2012-09-18_15,-1.8009223937988281,3,3,15,2,1,0.0
2012-09-18_16,-1.3428802490234375,3,3,16,2,1,0.0
2012-09-18_17,-1.456207275390625,3,3,17,2,1,0.0
2012-09-18_18,-2.646484375,3,2,18,2,1,0.0
2012-09-18_19,-1.745391845703125,3,2,19,2,1,0.0
2012-09-18_20,-2.60125732421875,3,2,20,2,1,0.0
2012-09-18_21,1.4226837158203125,3,2,21,2,1,0.0
2012-09-18_22,-0.1082000732421875,3,3,22,2,1,0.0
2012-09-18_23,1.0246124267578125,3,2,23,2,1,0.0
2012-09-19_0,-0.20736122131347656,3,2,0,3,1,0.0
2012-09-19_1,0.22439289093017578,3,2,1,3,1,0.0
2012-09-19_2,-0.35996389389038086,3,2,2,3,1,0.0
2012-09-19_3,-0.0487828254699707,3,2,3,3,1,0.0
2012-09-19_4,0.07076454162597656,3,2,4,3,1,0.0
2012-09-19_5,-0.5280036926269531,3,2,5,3,1,0.0
2012-09-19_6,-1.980682373046875,3,1,6,3,1,0.0
2012-09-19_7,-3.65570068359375,3,1,7,3,1,0.0
2012-09-19_8,0.0142822265625,3,1,8,3,1,0.0
2012-09-19_9,-3.39337158203125,3,1,9,3,1,0.0
2012-09-19_10,-2.0422821044921875,3,1,10,3,1,0.0
2012-09-19_11,-0.0095367431640625,3,1,11,3,1,0.0
2012-09-19_12,1.046600341796875,3,1,12,3,1,0.0
2012-09-19_13,-5.7799072265625,3,1,13,3,1,0.0
2012-09-19_14,-1.921173095703125,3,1,14,3,1,0.0
2012-09-19_15,-3.42315673828125,3,1,15,3,1,0.0
2012-09-19_16,1.777984619140625,3,1,16,3,1,0.0
2012-09-19_17,24.12579345703125,3,1,17,3,1,0.0
2012-09-19_18,44.795166015625,3,1,18,3,1,0.0
2012-09-19_19,7.11962890625,3,1,19,3,1,0.0
2012-09-19_20,-4.612579345703125,3,1,20,3,1,0.0
2012-09-19_21,-1.525238037109375,3,1,21,3,1,0.0
2012-09-19_22,-0.854248046875,3,1,22,3,1,0.0
2012-09-19_23,1.2699356079101562,3,1,23,3,1,0.0
2012-09-20_0,-1.0295219421386719,3,1,0,4,1,0.0
2012-09-20_1,0.009576797485351562,3,1,1,4,1,0.0
2012-09-20_2,-0.2506532669067383,3,1,2,4,1,0.0
2012-09-20_3,-0.1792898178100586,3,1,3,4,1,0.0
2012-09-20_4,-0.19220972061157227,3,1,4,4,1,0.0
2012-09-20_5,0.5912895202636719,3,1,5,4,1,0.0
2012-09-20_6,0.5815582275390625,3,1,6,4,1,0.0
2012-09-20_7,3.9571533203125,3,1,7,4,1,0.0
2012-09-20_8,-6.399169921875,3,1,8,4,1,0.0
2012-09-20_9,-5.30499267578125,3,1,9,4,1,0.0
2012-09-20_10,-2.3131256103515625,3,1,10,4,1,0.0
2012-09-20_11,-2.7745513916015625,3,1,11,4,1,0.0
2012-09-20_12,-3.313507080078125,3,1,12,4,1,0.0
2012-09-20_13,-5.01666259765625,3,1,13,4,1,0.0
2012-09-20_14,-0.66949462890625,3,1,14,4,1,0.0
2012-09-20_15,-2.138519287109375,3,1,15,4,1,0.0
2012-09-20_16,0.561065673828125,3,1,16,4,1,0.0
2012-09-20_17,107.6763916015625,3,1,17,4,1,0.0
2012-09-20_18,39.79949951171875,3,1,18,4,1,0.0
2012-09-20_19,0.87060546875,3,1,19,4,1,0.0
2012-09-20_20,5.742218017578125,3,1,20,4,1,0.0
2012-09-20_21,0.00872802734375,3,1,21,4,1,0.0
2012-09-20_22,0.98297119140625,3,1,22,4,1,0.0
2012-09-20_23,0.4942626953125,3,1,23,4,1,0.0
2012-09-21_0,-0.457794189453125,3,1,0,5,1,0.0
2012-09-21_1,-0.0162353515625,3,1,1,5,1,0.0
2012-09-21_2,-0.559727668762207,3,1,2,5,1,0.0
2012-09-21_3,0.04214286804199219,3,1,3,5,1,0.0
2012-09-21_4,-0.053977012634277344,3,1,4,5,1,0.0
2012-09-21_5,0.2928962707519531,3,1,5,5,1,0.0
2012-09-21_6,-2.0630645751953125,3,1,6,5,1,0.0
2012-09-21_7,4.58648681640625,3,1,7,5,1,0.0
2012-09-21_8,-35.19427490234375,3,1,8,5,1,0.0
2012-09-21_9,-4.27679443359375,3,1,9,5,1,0.0
2012-09-21_10,-0.339263916015625,3,1,10,5,1,0.0
2012-09-21_11,0.54620361328125,3,1,11,5,1,0.0
2012-09-21_12,-0.72845458984375,3,1,12,5,1,0.0
2012-09-21_13,-1.06787109375,3,1,13,5,1,0.0
2012-09-21_14,-2.553314208984375,3,1,14,5,1,0.0
2012-09-21_15,-3.982666015625,3,1,15,5,1,0.0
2012-09-21_16,-0.89013671875,3,1,16,5,1,0.0
2012-09-21_17,-25.7763671875,3,1,17,5,1,0.0
2012-09-21_18,-2.41949462890625,3,1,18,5,1,0.0
2012-09-21_19,0.442626953125,3,1,19,5,1,0.0
2012-09-21_20,-3.102294921875,3,1,20,5,1,0.0
2012-09-21_21,0.998687744140625,3,1,21,5,1,0.0
2012-09-21_22,1.67291259765625,3,1,22,5,1,0.0
2012-09-21_23,0.0114898681640625,3,1,23,5,1,0.0
2012-09-22_0,-0.9076385498046875,3,1,0,6,1,0.0
2012-09-22_1,1.7803955078125,3,1,1,6,1,0.0
2012-09-22_2,-0.1226654052734375,3,1,2,6,1,0.0
2012-09-22_3,0.8533973693847656,3,1,3,6,1,0.0
2012-09-22_4,0.1888284683227539,3,1,4,6,1,0.0
2012-09-22_5,0.08798599243164062,3,1,5,6,1,0.0
2012-09-22_6,2.655712127685547,3,1,6,6,1,0.0
2012-09-22_7,0.87457275390625,3,1,7,6,1,0.0
2012-09-22_8,6.6656494140625,3,1,8,6,1,0.0
2012-09-22_9,7.23651123046875,3,1,9,6,1,0.0
2012-09-22_10,-4.319366455078125,3,1,10,6,1,0.0
2012-09-22_11,-0.0819091796875,3,1,11,6,1,0.0
2012-09-22_12,39.49444580078125,3,1,12,6,1,0.0
2012-09-22_13,17.951171875,3,1,13,6,1,0.0
2012-09-22_14,-2.55474853515625,3,1,14,6,1,0.0
2012-09-22_15,59.95684814453125,3,1,15,6,1,0.0
2012-09-22_16,13.40521240234375,3,1,16,6,1,0.0
2012-09-22_17,16.25689697265625,3,1,17,6,1,0.0
2012-09-22_18,12.34942626953125,3,1,18,6,1,0.0
2012-09-22_19,0.137359619140625,3,1,19,6,1,0.0
2012-09-22_20,-1.98095703125,3,1,20,6,1,0.0
2012-09-22_21,-4.080078125,3,1,21,6,1,0.0
2012-09-22_22,-4.8026885986328125,3,1,22,6,1,0.0
2012-09-22_23,-0.157867431640625,3,1,23,6,1,0.0
2012-09-23_0,-1.195556640625,4,1,0,0,1,0.0
2012-09-23_1,1.5028533935546875,4,1,1,0,1,0.0
2012-09-23_2,-0.96142578125,4,1,2,0,1,0.0
2012-09-23_3,-0.4099082946777344,4,1,3,0,1,0.0
2012-09-23_4,-0.674250602722168,4,1,4,0,1,0.0
2012-09-23_5,-0.49263525009155273,4,1,5,0,1,0.0
2012-09-23_6,-1.1986942291259766,4,1,6,0,1,0.0
2012-09-23_7,1.6063499450683594,4,1,7,0,1,0.0
2012-09-23_8,0.7297515869140625,4,1,8,0,1,0.0
2012-09-23_9,1.884796142578125,4,1,9,0,1,0.0
2012-09-23_10,7.395050048828125,4,1,10,0,1,0.0
2012-09-23_11,-0.10980224609375,4,1,11,0,1,0.0
2012-09-23_12,76.71942138671875,4,1,12,0,1,0.0
2012-09-23_13,11.43218994140625,4,1,13,0,1,0.0
2012-09-23_14,-2.21307373046875,4,1,14,0,1,0.0
2012-09-23_15,-2.079833984375,4,1,15,0,1,0.0
2012-09-23_16,5.7860107421875,4,1,16,0,1,0.0
2012-09-23_17,62.79473876953125,4,1,17,0,1,0.0
2012-09-23_18,-2.0194091796875,4,1,18,0,1,0.0
2012-09-23_19,-0.29095458984375,4,1,19,0,1,0.0
2012-09-23_20,-4.3870849609375,4,1,20,0,1,0.0
2012-09-23_21,-1.7100372314453125,4,2,21,0,1,0.0
2012-09-23_22,-1.092437744140625,4,1,22,0,1,0.0
2012-09-23_23,-0.7741165161132812,4,2,23,0,1,0.0
2012-09-24_0,-0.38155364990234375,4,1,0,1,1,0.0
2012-09-24_1,-0.1970233917236328,4,1,1,1,1,0.0
2012-09-24_2,-0.2709808349609375,4,2,2,1,1,0.0
2012-09-24_3,-0.15332603454589844,4,1,3,1,1,0.0
2012-09-24_4,-0.0239715576171875,4,1,4,1,1,0.0
2012-09-24_5,0.6842269897460938,4,1,5,1,1,0.0
2012-09-24_6,0.6971282958984375,4,1,6,1,1,0.0
2012-09-24_7,3.78668212890625,4,1,7,1,1,0.0
2012-09-24_8,12.44976806640625,4,1,8,1,1,0.0
2012-09-24_9,-0.629486083984375,4,1,9,1,1,0.0
2012-09-24_10,-0.874542236328125,4,1,10,1,1,0.0
2012-09-24_11,0.376312255859375,4,1,11,1,1,0.0
2012-09-24_12,-3.99261474609375,4,1,12,1,1,0.0
2012-09-24_13,-1.655914306640625,4,1,13,1,1,0.0
2012-09-24_14,0.596435546875,4,1,14,1,1,0.0
2012-09-24_15,-2.40679931640625,4,1,15,1,1,0.0
2012-09-24_16,-1.73712158203125,4,1,16,1,1,0.0
2012-09-24_17,36.3446044921875,4,1,17,1,1,0.0
2012-09-24_18,-3.690185546875,4,1,18,1,1,0.0
2012-09-24_19,-2.36083984375,4,1,19,1,1,0.0
2012-09-24_20,0.601959228515625,4,1,20,1,1,0.0
2012-09-24_21,-2.70001220703125,4,1,21,1,1,0.0
2012-09-24_22,-1.446014404296875,4,1,22,1,1,0.0
2012-09-24_23,1.782989501953125,4,1,23,1,1,0.0
2012-09-25_0,0.8609962463378906,4,1,0,2,1,0.0
2012-09-25_1,0.048949241638183594,4,1,1,2,1,0.0
2012-09-25_2,-0.22635269165039062,4,1,2,2,1,0.0
2012-09-25_3,-0.25937652587890625,4,1,3,2,1,0.0
2012-09-25_4,0.13227558135986328,4,1,4,2,1,0.0
2012-09-25_5,0.7995338439941406,4,1,5,2,1,0.0
2012-09-25_6,0.568359375,4,1,6,2,1,0.0
2012-09-25_7,3.01739501953125,4,1,7,2,1,0.0
2012-09-25_8,9.62249755859375,4,1,8,2,1,0.0
2012-09-25_9,-10.204986572265625,4,1,9,2,1,0.0
2012-09-25_10,-1.938232421875,4,1,10,2,1,0.0
2012-09-25_11,0.53076171875,4,1,11,2,1,0.0
2012-09-25_12,-0.00701904296875,4,1,12,2,1,0.0
2012-09-25_13,3.259063720703125,4,1,13,2,1,0.0
2012-09-25_14,-6.069061279296875,4,1,14,2,1,0.0
2012-09-25_15,-1.86151123046875,4,1,15,2,1,0.0
2012-09-25_16,-8.5821533203125,4,1,16,2,1,0.0
2012-09-25_17,77.70330810546875,4,1,17,2,1,0.0
2012-09-25_18,20.71368408203125,4,1,18,2,1,0.0
2012-09-25_19,-11.11273193359375,4,1,19,2,1,0.0
2012-09-25_20,0.540802001953125,4,1,20,2,1,0.0
2012-09-25_21,0.903350830078125,4,1,21,2,1,0.0
2012-09-25_22,-3.2830810546875,4,1,22,2,1,0.0
2012-09-25_23,0.746429443359375,4,1,23,2,1,0.0
2012-09-26_0,0.1126251220703125,4,1,0,3,1,0.0
2012-09-26_1,-0.022304534912109375,4,1,1,3,1,0.0
2012-09-26_2,-0.04201507568359375,4,2,2,3,1,0.0
2012-09-26_3,-0.048933982849121094,4,2,3,3,1,0.0
2012-09-26_4,0.6681842803955078,4,1,4,3,1,0.0
2012-09-26_5,0.7057838439941406,4,1,5,3,1,0.0
2012-09-26_6,1.4961090087890625,4,1,6,3,1,0.0
2012-09-26_7,-16.47991943359375,4,1,7,3,1,0.0
2012-09-26_8,38.33123779296875,4,1,8,3,1,0.0
2012-09-26_9,-7.39080810546875,4,1,9,3,1,0.0
2012-09-26_10,-1.7713775634765625,4,1,10,3,1,0.0
2012-09-26_11,0.4026336669921875,4,1,11,3,1,0.0
2012-09-26_12,1.764129638671875,4,1,12,3,1,0.0
2012-09-26_13,-1.87896728515625,4,1,13,3,1,0.0
2012-09-26_14,-0.445343017578125,4,1,14,3,1,0.0
2012-09-26_15,0.099853515625,4,1,15,3,1,0.0
2012-09-26_16,1.23187255859375,4,1,16,3,1,0.0
2012-09-26_17,95.9520263671875,4,1,17,3,1,0.0
2012-09-26_18,45.1041259765625,4,1,18,3,1,0.0
2012-09-26_19,3.7176513671875,4,1,19,3,1,0.0
2012-09-26_20,-1.121002197265625,4,1,20,3,1,0.0
2012-09-26_21,-2.826019287109375,4,1,21,3,1,0.0
2012-09-26_22,2.5958251953125,4,3,22,3,1,0.0
2012-09-26_23,-1.76470947265625,4,2,23,3,1,0.0
2012-09-27_0,0.635467529296875,4,1,0,4,1,0.0
2012-09-27_1,-0.1603565216064453,4,1,1,4,1,0.0
2012-09-27_2,-0.024486541748046875,4,1,2,4,1,0.0
2012-09-27_3,-0.12572526931762695,4,1,3,4,1,0.0
2012-09-27_4,0.28242921829223633,4,1,4,4,1,0.0
2012-09-27_5,-0.8226165771484375,4,1,5,4,1,0.0
2012-09-27_6,-0.8497772216796875,4,1,6,4,1,0.0
2012-09-27_7,-14.32073974609375,4,1,7,4,1,0.0
2012-09-27_8,2.5355224609375,4,1,8,4,1,0.0
2012-09-27_9,-9.628631591796875,4,1,9,4,1,0.0
2012-09-27_10,-1.39459228515625,4,2,10,4,1,0.0
2012-09-27_11,-0.371429443359375,4,2,11,4,1,0.0
2012-09-27_12,-0.3798828125,4,2,12,4,1,0.0
2012-09-27_13,-4.988525390625,4,2,13,4,1,0.0
2012-09-27_14,-3.469268798828125,4,2,14,4,1,0.0
2012-09-27_15,-0.486785888671875,4,2,15,4,1,0.0
2012-09-27_16,-6.597442626953125,4,2,16,4,1,0.0
2012-09-27_17,43.28814697265625,4,2,17,4,1,0.0
2012-09-27_18,62.076171875,4,2,18,4,1,0.0
2012-09-27_19,-0.9437255859375,4,1,19,4,1,0.0
2012-09-27_20,4.776824951171875,4,2,20,4,1,0.0
2012-09-27_21,-1.0931549072265625,4,3,21,4,1,0.0
2012-09-27_22,-0.913055419921875,4,3,22,4,1,0.0
2012-09-27_23,-0.9807319641113281,4,3,23,4,1,0.0
2012-09-28_0,-0.3185081481933594,4,3,0,5,1,0.0
2012-09-28_1,0.0728158950805664,4,3,1,5,1,0.0
2012-09-28_2,-0.25113677978515625,4,3,2,5,1,0.0
2012-09-28_3,-0.30246686935424805,4,2,3,5,1,0.0
2012-09-28_4,0.2517223358154297,4,3,4,5,1,0.0
2012-09-28_5,-0.8269233703613281,4,1,5,5,1,0.0
2012-09-28_6,0.498199462890625,4,2,6,5,1,0.0
2012-09-28_7,-2.72314453125,4,2,7,5,1,0.0
2012-09-28_8,11.4791259765625,4,1,8,5,1,0.0
2012-09-28_9,-11.30902099609375,4,2,9,5,1,0.0
2012-09-28_10,-0.237701416015625,4,2,10,5,1,0.0
2012-09-28_11,4.488800048828125,4,2,11,5,1,0.0
2012-09-28_12,5.052459716796875,4,2,12,5,1,0.0
2012-09-28_13,-3.0904541015625,4,2,13,5,1,0.0
2012-09-28_14,3.06005859375,4,2,14,5,1,0.0
2012-09-28_15,-0.165008544921875,4,2,15,5,1,0.0
2012-09-28_16,0.595733642578125,4,2,16,5,1,0.0
2012-09-28_17,6.46337890625,4,2,17,5,1,0.0
2012-09-28_18,17.461181640625,4,2,18,5,1,0.0
2012-09-28_19,5.20452880859375,4,3,19,5,1,0.0
2012-09-28_20,-5.370330810546875,4,3,20,5,1,0.0
2012-09-28_21,0.4197235107421875,4,3,21,5,1,0.0
2012-09-28_22,-2.4554443359375,4,2,22,5,1,0.0
2012-09-28_23,-0.9318389892578125,4,2,23,5,1,0.0
2012-09-29_0,1.722015380859375,4,1,0,6,1,0.0
